date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2023-03-05,2023,3,5,chokepoint6,Strait of Hormuz,12,15,2,6,75,35,110,403203,513030,28599,2783,4933268,947617,5880885,15877
2023-03-06,2023,3,6,chokepoint6,Strait of Hormuz,15,26,3,4,57,48,105,471764,933978,29074,5543,1479736,1440361,2920097,15880
2023-03-07,2023,3,7,chokepoint6,Strait of Hormuz,17,16,4,4,65,41,106,473391,597393,2458,6291,3689086,1079535,4768621,15883
2023-03-08,2023,3,8,chokepoint6,Strait of Hormuz,19,10,4,4,55,37,92,774813,339100,14595,3825,2287218,1132334,3419553,15886
2023-03-09,2023,3,9,chokepoint6,Strait of Hormuz,16,19,3,3,60,41,101,471478,438701,2303,7662,2328704,920146,3248850,15889
2023-03-10,2023,3,10,chokepoint6,Strait of Hormuz,16,18,2,0,47,36,83,376795,551974,1113,0,1724546,929883,2654430,15892
2023-03-11,2023,3,11,chokepoint6,Strait of Hormuz,21,15,1,4,69,41,110,469867,439275,1217,13327,3814314,923688,4738003,15895
2023-03-12,2023,3,12,chokepoint6,Strait of Hormuz,10,20,4,2,54,36,90,357134,441429,14636,2431,2758537,815632,3574169,15898
2023-03-13,2023,3,13,chokepoint6,Strait of Hormuz,20,9,2,3,47,34,81,687699,237293,6762,2577,2450607,934333,3384941,15901
2023-03-14,2023,3,14,chokepoint6,Strait of Hormuz,22,14,9,1,63,46,109,564193,558666,35227,2933,2690359,1161021,3851380,15904
2023-03-15,2023,3,15,chokepoint6,Strait of Hormuz,15,16,6,2,64,39,103,544439,521225,15009,5709,2855153,1086383,3941537,15907
2023-03-16,2023,3,16,chokepoint6,Strait of Hormuz,17,14,3,4,53,38,91,362753,626405,4132,11486,3128332,1004778,4133111,15910
2023-03-17,2023,3,17,chokepoint6,Strait of Hormuz,16,21,4,0,60,41,101,618822,843164,26508,0,2233152,1488494,3721647,15913
2023-03-18,2023,3,18,chokepoint6,Strait of Hormuz,19,17,3,3,63,42,105,443286,447386,15772,11522,2731910,917967,3649878,15922
2023-03-19,2023,3,19,chokepoint6,Strait of Hormuz,19,13,3,1,62,36,98,450122,395564,21594,0,3160233,867281,4027514,15925
2023-03-20,2023,3,20,chokepoint6,Strait of Hormuz,11,19,3,2,52,35,87,226208,697932,42540,11826,2730284,978507,3708791,15927
2023-03-21,2023,3,21,chokepoint6,Strait of Hormuz,21,11,6,0,50,38,88,756396,404674,33858,0,2053818,1194929,3248747,15930
2023-03-22,2023,3,22,chokepoint6,Strait of Hormuz,14,9,6,6,55,35,90,565974,419511,25710,11644,2257597,1022840,3280437,15933
2023-03-23,2023,3,23,chokepoint6,Strait of Hormuz,18,10,2,2,58,32,90,485913,514597,26665,3082,2692997,1030259,3723256,15936
2023-03-24,2023,3,24,chokepoint6,Strait of Hormuz,16,15,4,1,54,36,90,555249,715161,14749,3944,3103360,1289105,4392466,15939
2023-03-25,2023,3,25,chokepoint6,Strait of Hormuz,12,23,7,1,64,43,107,220647,736518,50911,8728,2139360,1016806,3156166,15942
2023-03-26,2023,3,26,chokepoint6,Strait of Hormuz,14,13,3,1,61,31,92,507277,726418,16698,4152,2808137,1254547,4062684,15944
2023-03-27,2023,3,27,chokepoint6,Strait of Hormuz,19,13,7,2,66,41,107,476637,291041,40992,8747,2144168,817419,2961588,15946
2023-03-28,2023,3,28,chokepoint6,Strait of Hormuz,17,8,1,3,57,29,86,613126,381429,7574,10645,2830887,1012776,3843664,15948
2023-03-29,2023,3,29,chokepoint6,Strait of Hormuz,20,18,3,5,49,46,95,698321,451657,5372,7781,2300198,1163133,3463331,15950
2023-03-30,2023,3,30,chokepoint6,Strait of Hormuz,19,15,3,0,65,37,102,413725,676764,31698,0,3336732,1122188,4458920,15952
2023-03-31,2023,3,31,chokepoint6,Strait of Hormuz,10,21,5,2,63,38,101,363958,917504,9608,0,3292249,1291070,4583320,15954
2023-04-01,2023,4,1,chokepoint6,Strait of Hormuz,23,15,8,3,61,49,110,559928,622806,34551,0,2634992,1217286,3852279,15956
2023-04-02,2023,4,2,chokepoint6,Strait of Hormuz,12,14,3,0,60,29,89,270807,566465,10028,0,3102386,847301,3949688,15958
2023-04-03,2023,4,3,chokepoint6,Strait of Hormuz,19,11,3,3,43,36,79,615579,408422,18792,9230,2031471,1052024,3083496,15960
2023-04-04,2023,4,4,chokepoint6,Strait of Hormuz,17,17,6,4,53,44,97,532211,513894,15909,4478,2348312,1066494,3414807,15962
2023-04-05,2023,4,5,chokepoint6,Strait of Hormuz,18,15,2,1,54,36,90,442185,247853,21341,3213,3278615,714594,3993210,15964
2023-04-06,2023,4,6,chokepoint6,Strait of Hormuz,15,24,7,2,71,48,119,327941,676702,34014,0,3548676,1038657,4587333,15965
2023-04-07,2023,4,7,chokepoint6,Strait of Hormuz,22,15,6,3,69,46,115,600229,590688,25376,5523,3880770,1221817,5102587,15967
2023-04-08,2023,4,8,chokepoint6,Strait of Hormuz,17,22,6,2,68,47,115,342304,610671,29307,2283,3704628,984567,4689195,15969
2023-04-09,2023,4,9,chokepoint6,Strait of Hormuz,15,15,3,3,71,36,107,360218,562039,40496,7843,3321863,970597,4292461,15970
2023-04-10,2023,4,10,chokepoint6,Strait of Hormuz,12,27,3,3,67,45,112,223826,946387,26142,0,3030367,1196356,4226723,15971
2023-04-11,2023,4,11,chokepoint6,Strait of Hormuz,23,22,5,8,66,58,124,575154,821802,34379,16065,4103634,1447400,5551035,15972
2023-04-12,2023,4,12,chokepoint6,Strait of Hormuz,15,11,6,4,72,36,108,478106,467081,50164,15787,2427996,1011139,3439136,15973
2023-04-13,2023,4,13,chokepoint6,Strait of Hormuz,21,19,3,0,61,43,104,458750,454218,38617,0,3612366,951586,4563952,15974
2023-04-14,2023,4,14,chokepoint6,Strait of Hormuz,14,15,6,2,62,37,99,459204,519957,37765,4615,3172219,1021542,4193761,15975
2023-04-15,2023,4,15,chokepoint6,Strait of Hormuz,15,13,5,1,58,34,92,398193,762045,38540,0,2134559,1198778,3333338,15976
2023-04-16,2023,4,16,chokepoint6,Strait of Hormuz,15,24,2,4,65,45,110,503359,751742,3913,15785,3789677,1274801,5064479,15977
2023-04-17,2023,4,17,chokepoint6,Strait of Hormuz,17,14,1,2,48,34,82,451587,512503,19235,0,2527515,983327,3510842,15978
2023-04-18,2023,4,18,chokepoint6,Strait of Hormuz,17,11,7,6,65,41,106,512588,349715,35804,18459,3599013,916567,4515581,15979
2023-04-19,2023,4,19,chokepoint6,Strait of Hormuz,15,15,6,4,55,40,95,336071,614877,11933,3414,2474863,966297,3441160,15980
2023-04-20,2023,4,20,chokepoint6,Strait of Hormuz,17,23,3,1,85,44,129,299590,671922,5847,5038,3897383,982398,4879782,15981
2023-04-21,2023,4,21,chokepoint6,Strait of Hormuz,18,17,5,4,51,44,95,573286,463015,24526,7982,2756224,1068811,3825036,15982
2023-04-22,2023,4,22,chokepoint6,Strait of Hormuz,25,16,5,0,71,46,117,645054,730729,28255,0,3689377,1404039,5093417,15983
2023-04-23,2023,4,23,chokepoint6,Strait of Hormuz,16,16,6,1,53,39,92,359880,561463,44075,0,2812200,965419,3777620,15984
2023-04-24,2023,4,24,chokepoint6,Strait of Hormuz,25,12,2,4,65,43,108,758596,438979,8316,3164,2725420,1209056,3934476,15985
2023-04-25,2023,4,25,chokepoint6,Strait of Hormuz,12,13,2,2,64,29,93,277475,562806,11854,0,3525778,852135,4377914,15986
2023-04-26,2023,4,26,chokepoint6,Strait of Hormuz,17,10,5,5,56,37,93,384786,253361,19873,0,2043229,658021,2701250,15987
2023-04-27,2023,4,27,chokepoint6,Strait of Hormuz,19,17,3,2,59,41,100,635172,485469,9660,0,3181414,1130302,4311716,15988
2023-04-28,2023,4,28,chokepoint6,Strait of Hormuz,21,13,6,3,51,43,94,446898,493642,15154,1586,1865684,957281,2822966,15989
2023-04-29,2023,4,29,chokepoint6,Strait of Hormuz,16,17,4,1,66,38,104,530732,410790,32159,0,4166601,973682,5140284,15990
2023-04-30,2023,4,30,chokepoint6,Strait of Hormuz,15,11,3,3,61,32,93,579800,476551,5578,5895,2403915,1067826,3471741,15991
2023-05-01,2023,5,1,chokepoint6,Strait of Hormuz,18,17,5,5,64,45,109,283128,485692,15687,0,4230595,784508,5015103,15992
2023-05-02,2023,5,2,chokepoint6,Strait of Hormuz,23,17,5,2,57,47,104,708046,770070,21942,6025,1975353,1506085,3481438,15993
2023-05-03,2023,5,3,chokepoint6,Strait of Hormuz,17,15,3,3,69,38,107,585457,485425,16705,8714,3818768,1096302,4915070,15994
2023-05-04,2023,5,4,chokepoint6,Strait of Hormuz,20,15,5,3,62,43,105,351074,721931,40405,0,1897543,1113411,3010954,15995
2023-05-05,2023,5,5,chokepoint6,Strait of Hormuz,15,12,1,3,49,31,80,376555,357549,1415,2120,2477709,737641,3215351,15996
2023-05-06,2023,5,6,chokepoint6,Strait of Hormuz,20,21,5,2,64,48,112,481422,877320,32354,5195,3679784,1396293,5076078,15997
2023-05-07,2023,5,7,chokepoint6,Strait of Hormuz,21,13,10,3,57,47,104,629140,795183,101362,3493,2304370,1529180,3833551,15998
2023-05-08,2023,5,8,chokepoint6,Strait of Hormuz,20,18,6,1,59,45,104,591625,472320,67155,0,3604680,1131101,4735781,15999
2023-05-09,2023,5,9,chokepoint6,Strait of Hormuz,20,17,1,1,69,39,108,560832,613817,1415,4087,2977796,1180152,4157949,16000
2024-06-13,2024,6,13,chokepoint6,Strait of Hormuz,27,18,7,4,57,56,113,783945,640450,38693,0,2530094,1463090,3993185,14056
2024-01-01,2024,1,1,chokepoint6,Strait of Hormuz,6,14,3,4,54,27,81,111953,409169,2344,6096,2970134,529564,3499699,14241
2024-01-02,2024,1,2,chokepoint6,Strait of Hormuz,10,15,3,3,55,31,86,350487,757570,11109,5707,2045498,1124874,3170373,14242
2024-01-03,2024,1,3,chokepoint6,Strait of Hormuz,18,14,5,3,48,40,88,407122,595480,47096,0,2842619,1049699,3892319,14243
2024-01-04,2024,1,4,chokepoint6,Strait of Hormuz,14,21,5,4,59,44,103,408356,546301,23994,9077,2511834,987729,3499564,14244
2024-01-05,2024,1,5,chokepoint6,Strait of Hormuz,12,16,4,1,57,33,90,250392,606717,32479,1535,2772213,891124,3663338,14245
2024-01-06,2024,1,6,chokepoint6,Strait of Hormuz,14,14,1,3,54,32,86,317780,398234,0,11626,2336352,727640,3063992,14246
2024-01-07,2024,1,7,chokepoint6,Strait of Hormuz,14,12,4,2,53,32,85,416642,459115,3248,8328,2791233,887335,3678568,14247
2024-01-08,2024,1,8,chokepoint6,Strait of Hormuz,8,15,4,3,50,30,80,162937,773920,30180,3820,2165527,970860,3136387,14248
2024-01-09,2024,1,9,chokepoint6,Strait of Hormuz,6,8,2,2,46,18,64,94729,176302,20347,8328,2241549,299707,2541257,14249
2024-01-10,2024,1,10,chokepoint6,Strait of Hormuz,20,16,4,4,53,44,97,783216,861573,7812,3441,2204135,1656044,3860180,14250
2024-01-11,2024,1,11,chokepoint6,Strait of Hormuz,9,13,6,3,60,31,91,92003,450018,27519,3777,3705153,573319,4278472,14251
2024-01-12,2024,1,12,chokepoint6,Strait of Hormuz,14,14,7,3,57,38,95,343448,428698,20704,2247,2906317,795099,3701416,14252
2024-01-13,2024,1,13,chokepoint6,Strait of Hormuz,13,14,3,1,61,31,92,500372,484426,16781,3082,2769968,1004663,3774632,14253
2024-01-14,2024,1,14,chokepoint6,Strait of Hormuz,14,14,7,3,56,38,94,425479,460740,35720,5897,2099491,927837,3027329,14254
2024-01-15,2024,1,15,chokepoint6,Strait of Hormuz,13,17,5,2,67,37,104,352978,517158,8913,2192,3925487,881241,4806729,14255
2024-01-16,2024,1,16,chokepoint6,Strait of Hormuz,14,13,2,4,60,33,93,296305,675363,3911,11739,3120216,987319,4107535,14256
2024-01-17,2024,1,17,chokepoint6,Strait of Hormuz,18,11,4,4,56,37,93,453119,486362,25811,12117,3008421,977410,3985831,14257
2024-01-18,2024,1,18,chokepoint6,Strait of Hormuz,13,16,3,1,50,33,83,301921,450202,16117,7573,2290239,775814,3066053,14258
2024-01-19,2024,1,19,chokepoint6,Strait of Hormuz,14,14,3,2,52,33,85,279929,608566,23083,3825,2288870,915406,3204277,14259
2024-01-20,2024,1,20,chokepoint6,Strait of Hormuz,18,21,3,3,52,45,97,490835,907668,18258,6833,1615197,1423596,3038794,14260
2024-01-21,2024,1,21,chokepoint6,Strait of Hormuz,14,13,4,2,54,33,87,648868,276605,8957,2794,2249372,937226,3186598,14261
2024-01-22,2024,1,22,chokepoint6,Strait of Hormuz,15,14,4,6,53,39,92,524743,536726,25869,17290,3094890,1104630,4199521,14262
2024-01-23,2024,1,23,chokepoint6,Strait of Hormuz,17,24,4,4,49,49,98,558905,716312,5041,8823,1975258,1289082,3264340,14263
2024-01-24,2024,1,24,chokepoint6,Strait of Hormuz,15,10,6,5,59,36,95,409194,262226,23783,9511,2803321,704716,3508037,14264
2024-01-25,2024,1,25,chokepoint6,Strait of Hormuz,13,12,3,3,50,31,81,466852,435620,2239,6651,3322504,911364,4233868,14265
2024-01-26,2024,1,26,chokepoint6,Strait of Hormuz,14,11,5,3,64,33,97,282971,342570,46118,2553,1681426,674214,2355640,14266
2024-01-27,2024,1,27,chokepoint6,Strait of Hormuz,12,17,2,2,52,33,85,492235,634521,22224,6429,2961580,1155411,4116991,14267
2024-01-28,2024,1,28,chokepoint6,Strait of Hormuz,19,17,10,4,53,50,103,360586,481483,38620,5691,2756718,886381,3643100,14268
2024-01-29,2024,1,29,chokepoint6,Strait of Hormuz,12,17,3,3,45,35,80,468128,449282,20672,8854,2362167,946938,3309106,14269
2024-01-30,2024,1,30,chokepoint6,Strait of Hormuz,12,8,4,3,45,27,72,308392,298105,25175,2324,2626454,633997,3260452,14270
2024-01-31,2024,1,31,chokepoint6,Strait of Hormuz,13,10,0,4,61,27,88,364910,750870,0,17531,2679923,1133312,3813236,14271
2024-02-01,2024,2,1,chokepoint6,Strait of Hormuz,18,14,4,3,61,39,100,401014,500733,5149,0,3065904,906898,3972802,14272
2024-02-02,2024,2,2,chokepoint6,Strait of Hormuz,13,20,2,3,49,38,87,440080,828854,0,2636,3534094,1271570,4805665,14273
2024-02-03,2024,2,3,chokepoint6,Strait of Hormuz,21,18,3,1,51,43,94,528267,683728,10754,2106,2090863,1224856,3315719,14274
2024-02-04,2024,2,4,chokepoint6,Strait of Hormuz,14,17,4,0,43,35,78,462907,394120,21604,0,1852577,878632,2731209,14275
2024-02-05,2024,2,5,chokepoint6,Strait of Hormuz,10,13,2,2,50,27,77,414471,288446,21163,3376,2041664,727457,2769121,14276
2024-02-06,2024,2,6,chokepoint6,Strait of Hormuz,20,14,2,5,45,41,86,442944,391559,5027,12910,1760204,852442,2612647,14277
2024-02-07,2024,2,7,chokepoint6,Strait of Hormuz,21,18,4,3,65,46,111,581080,756370,8224,11222,2615648,1356897,3972545,14278
2024-02-08,2024,2,8,chokepoint6,Strait of Hormuz,14,12,4,2,56,32,88,428207,175211,11475,6755,3119475,621650,3741126,14279
2024-02-09,2024,2,9,chokepoint6,Strait of Hormuz,21,16,3,3,51,43,94,694583,675782,21322,10875,1134678,1402565,2537244,14280
2024-02-10,2024,2,10,chokepoint6,Strait of Hormuz,21,19,3,2,57,45,102,525977,716284,15976,0,3181012,1258238,4439251,14281
2024-02-11,2024,2,11,chokepoint6,Strait of Hormuz,12,16,6,3,58,37,95,369276,621846,62141,4189,3389006,1057452,4446459,14282
2024-02-12,2024,2,12,chokepoint6,Strait of Hormuz,15,10,3,1,69,29,98,382199,461855,38411,0,3192008,882467,4074475,14283
2024-02-13,2024,2,13,chokepoint6,Strait of Hormuz,14,14,5,3,46,36,82,407320,568566,30622,7281,2429413,1013791,3443204,14284
2024-02-14,2024,2,14,chokepoint6,Strait of Hormuz,23,8,3,2,68,36,104,579657,388487,22455,0,2931805,990601,3922406,14285
2024-02-15,2024,2,15,chokepoint6,Strait of Hormuz,18,20,3,4,65,45,110,647916,644987,29891,9433,2475129,1332229,3807358,14286
2024-02-16,2024,2,16,chokepoint6,Strait of Hormuz,12,21,2,3,68,38,106,408410,695432,11221,4870,3248080,1119935,4368015,14287
2024-02-17,2024,2,17,chokepoint6,Strait of Hormuz,13,13,3,0,59,29,88,269383,379351,18632,0,2980493,667367,3647860,14288
2024-02-18,2024,2,18,chokepoint6,Strait of Hormuz,17,15,1,7,42,40,82,474790,658482,1574,13338,1869376,1148186,3017563,14289
2024-02-19,2024,2,19,chokepoint6,Strait of Hormuz,15,7,5,3,52,30,82,433840,214378,60523,16799,3300481,725542,4026024,14290
2024-02-20,2024,2,20,chokepoint6,Strait of Hormuz,11,20,4,2,50,37,87,202967,704726,26410,5883,2543717,939988,3483705,14291
2024-02-21,2024,2,21,chokepoint6,Strait of Hormuz,13,17,4,2,56,36,92,306180,529339,8335,4949,3589256,848804,4438060,14292
2024-02-22,2024,2,22,chokepoint6,Strait of Hormuz,15,9,3,3,45,30,75,469066,282338,27833,4912,2751549,784150,3535700,14293
2024-02-23,2024,2,23,chokepoint6,Strait of Hormuz,22,17,4,2,54,45,99,526353,586124,45063,2809,2351307,1160350,3511658,14294
2024-02-24,2024,2,24,chokepoint6,Strait of Hormuz,12,18,3,1,59,34,93,549679,568819,5682,10117,2491897,1134299,3626196,14295
2024-02-25,2024,2,25,chokepoint6,Strait of Hormuz,20,16,3,3,61,42,103,466837,392254,41845,4318,3723729,905256,4628985,14296
2024-02-26,2024,2,26,chokepoint6,Strait of Hormuz,14,22,1,2,52,39,91,176599,774528,26062,0,3057224,977190,4034415,14297
2024-02-27,2024,2,27,chokepoint6,Strait of Hormuz,17,14,3,3,56,37,93,567070,605967,16713,24190,2499125,1213941,3713067,14298
2024-02-28,2024,2,28,chokepoint6,Strait of Hormuz,14,19,4,2,53,39,92,288113,1160052,11857,0,1969363,1460023,3429387,14299
2024-02-29,2024,2,29,chokepoint6,Strait of Hormuz,20,15,3,0,51,38,89,672627,412510,5350,0,1563571,1090487,2654058,14300
2024-03-01,2024,3,1,chokepoint6,Strait of Hormuz,21,16,2,2,46,41,87,541720,558821,5228,0,2676956,1105771,3782727,14301
2024-03-02,2024,3,2,chokepoint6,Strait of Hormuz,12,13,5,4,40,34,74,382108,688932,14781,8423,1443621,1094246,2537867,14302
2024-03-03,2024,3,3,chokepoint6,Strait of Hormuz,21,16,6,5,56,48,104,616827,561189,16465,19191,2900410,1213673,4114084,14303
2024-03-04,2024,3,4,chokepoint6,Strait of Hormuz,13,12,4,2,77,31,108,585279,459259,13272,0,3713377,1057811,4771189,14304
2024-03-05,2024,3,5,chokepoint6,Strait of Hormuz,12,16,6,3,57,37,94,210532,569272,29881,8428,3154753,818114,3972868,14305
2024-03-06,2024,3,6,chokepoint6,Strait of Hormuz,13,12,3,5,40,33,73,574888,412111,5600,19146,2495408,1011746,3507155,14306
2024-03-07,2024,3,7,chokepoint6,Strait of Hormuz,17,24,9,1,54,51,105,315401,816941,22547,0,2387767,1154890,3542657,14307
2024-03-08,2024,3,8,chokepoint6,Strait of Hormuz,17,17,7,2,77,43,120,418376,655222,34976,0,3410393,1108576,4518969,14308
2024-03-09,2024,3,9,chokepoint6,Strait of Hormuz,15,17,4,4,58,40,98,651631,539427,3459,7266,2405836,1201784,3607621,14309
2024-03-10,2024,3,10,chokepoint6,Strait of Hormuz,17,11,7,0,53,35,88,438377,463737,44178,0,3661767,946293,4608061,14310
2024-03-11,2024,3,11,chokepoint6,Strait of Hormuz,17,24,3,2,67,46,113,385634,688050,20541,8433,2964072,1102660,4066732,14311
2024-03-12,2024,3,12,chokepoint6,Strait of Hormuz,15,16,7,5,66,43,109,454122,556521,52631,3354,3069277,1066629,4135907,14312
2024-03-13,2024,3,13,chokepoint6,Strait of Hormuz,22,15,4,3,51,44,95,740509,472609,7616,10002,2625938,1230737,3856676,14313
2024-03-14,2024,3,14,chokepoint6,Strait of Hormuz,19,22,6,3,72,50,122,341843,938168,27997,3806,3528258,1311816,4840075,14314
2024-03-15,2024,3,15,chokepoint6,Strait of Hormuz,13,22,6,4,61,45,106,240626,738110,26622,5584,3265415,1010944,4276359,14315
2024-03-16,2024,3,16,chokepoint6,Strait of Hormuz,24,18,5,1,75,48,123,640312,869919,22529,6202,3980130,1538963,5519093,14316
2024-03-17,2024,3,17,chokepoint6,Strait of Hormuz,14,15,6,2,63,37,100,370285,555894,9424,9668,3138393,945272,4083665,14317
2024-03-18,2024,3,18,chokepoint6,Strait of Hormuz,22,19,4,2,63,47,110,756841,762472,41743,3321,2378423,1564379,3942802,14318
2024-03-19,2024,3,19,chokepoint6,Strait of Hormuz,22,21,4,8,51,55,106,558071,693895,37313,23471,2534517,1312753,3847270,14319
2024-03-20,2024,3,20,chokepoint6,Strait of Hormuz,20,21,4,5,73,50,123,666668,1021487,20469,12146,4705850,1720771,6426621,14320
2024-03-21,2024,3,21,chokepoint6,Strait of Hormuz,21,17,3,3,68,44,112,654462,373082,6706,7692,3000162,1041944,4042106,14321
2024-03-22,2024,3,22,chokepoint6,Strait of Hormuz,19,20,3,1,61,43,104,314516,830011,58743,0,2975249,1203271,4178521,14322
2024-03-23,2024,3,23,chokepoint6,Strait of Hormuz,15,25,6,3,55,49,104,431032,908972,48759,0,2754951,1388764,4143715,14323
2024-03-24,2024,3,24,chokepoint6,Strait of Hormuz,14,14,5,0,52,33,85,452888,478722,9277,0,1380528,940888,2321416,14324
2024-03-25,2024,3,25,chokepoint6,Strait of Hormuz,15,18,5,1,54,39,93,408628,666401,22301,0,2963470,1097331,4060802,14325
2024-03-26,2024,3,26,chokepoint6,Strait of Hormuz,20,11,4,4,53,39,92,654756,326692,27475,9583,1543567,1018507,2562074,14326
2024-03-27,2024,3,27,chokepoint6,Strait of Hormuz,17,10,2,5,61,34,95,621669,238509,3757,16322,2892696,880259,3772956,14327
2024-03-28,2024,3,28,chokepoint6,Strait of Hormuz,16,14,5,1,50,36,86,489740,686563,26136,3722,2191147,1206163,3397311,14328
2024-03-29,2024,3,29,chokepoint6,Strait of Hormuz,13,16,5,1,60,35,95,386257,556546,21276,6429,4343387,970509,5313896,14329
2024-03-30,2024,3,30,chokepoint6,Strait of Hormuz,18,17,6,1,57,42,99,531030,849530,21849,3455,3881477,1405865,5287343,14330
2024-03-31,2024,3,31,chokepoint6,Strait of Hormuz,11,18,4,3,67,36,103,256783,739996,1975,0,3424935,998754,4423689,14331
2024-04-01,2024,4,1,chokepoint6,Strait of Hormuz,20,15,4,3,59,42,101,651522,472615,9674,11330,2076451,1145144,3221595,14332
2024-04-02,2024,4,2,chokepoint6,Strait of Hormuz,18,22,2,7,65,49,114,601037,799340,17706,9320,2629201,1427404,4056605,14333
2024-04-03,2024,4,3,chokepoint6,Strait of Hormuz,21,24,6,2,58,53,111,630754,1098391,20134,0,3050575,1749279,4799855,14334
2024-04-04,2024,4,4,chokepoint6,Strait of Hormuz,17,8,5,6,70,36,106,459962,144418,26978,13619,4020627,644978,4665605,14335
2024-04-05,2024,4,5,chokepoint6,Strait of Hormuz,17,18,10,5,57,50,107,392144,408686,61768,13419,2576477,876019,3452496,14336
2024-04-06,2024,4,6,chokepoint6,Strait of Hormuz,19,30,3,2,67,54,121,309331,1141697,8113,7672,3858362,1466815,5325177,14337
2024-04-07,2024,4,7,chokepoint6,Strait of Hormuz,20,16,4,1,59,41,100,499484,421619,3951,0,2949651,925055,3874706,14338
2024-04-08,2024,4,8,chokepoint6,Strait of Hormuz,17,18,6,7,64,48,112,377259,635751,20270,11729,2220460,1045010,3265471,14339
2024-04-09,2024,4,9,chokepoint6,Strait of Hormuz,16,15,9,2,68,42,110,273281,421995,34416,0,2569655,729693,3299349,14340
2024-04-10,2024,4,10,chokepoint6,Strait of Hormuz,20,22,2,1,62,45,107,735485,853243,22446,1988,3523186,1613164,5136350,14341
2024-04-11,2024,4,11,chokepoint6,Strait of Hormuz,13,12,5,5,60,35,95,385316,417881,24833,9050,2947392,837081,3784474,14342
